micro_id,product_id,weight
1,232,
2,232,108.0
3,232,107.0
4,232,262.0
5,232,197.0
6,232,34.0
7,232,0.4
8,232,704.0
9,232,321.0
10,232,3.9
11,232,7.0
12,232,174.0
13,232,1211.0
14,232,87175.0
15,232,0.0
16,232,76.0
17,232,65.0
18,232,718.0
19,232,0.0
20,232,61.0
21,232,150.0
22,232,11.9
23,232,142.0
24,232,122.0
25,232,0.09
26,232,
27,232,334.0
28,232,288.0
29,232,
30,232,
31,232,12.0
32,232,2.0
33,232,7.0
34,232,98.0
35,232,897.0
36,232,46.0
37,232,1772.0
38,232,0.0
39,232,25.0
40,232,25.0
41,232,50.0
42,232,214.0
43,232,36.0
44,232,0.0
45,232,117.0
46,232,75.0
47,232,328.0
48,232,0.0
49,232,
50,232,189.0
51,232,0.03
52,232,150.0
53,232,161.0
54,232,147.0
55,232,37.0
56,232,152.0
57,232,1.0
58,232,94.0
59,232,0.4
60,232,104.0
61,232,10.0
62,232,407.0
63,232,25.0
64,232,0.0
65,232,71.0
66,232,32.0
