micro_id,product_id,weight
1,196,
2,196,66.0
3,196,76.0
4,196,84.0
5,196,66.0
6,196,33.0
7,196,0.0
8,196,717.0
9,196,200.0
10,196,0.5
11,196,66.0
12,196,37.0
13,196,26000.0
14,196,94708.0
15,196,990.0
16,196,25.0
17,196,33.0
18,196,281.0
19,196,0.0
20,196,600.0
21,196,65.0
22,196,0.3
23,196,144.0
24,196,40.0
25,196,0.0
26,196,
27,196,68.0
28,196,55.0
29,196,
30,196,
31,196,11.0
32,196,167.0
33,196,57.0
34,196,30.0
35,196,41.0
36,196,19.0
37,196,544.0
38,196,910.0
39,196,99.0
40,196,99.0
41,196,26.0
42,196,400.0
43,196,121.0
44,196,1700.0
45,196,30.0
46,196,125.0
47,196,23.0
48,196,38.0
49,196,
50,196,37.0
51,196,1.69
52,196,150.0
53,196,37.0
54,196,49.0
55,196,19.0
56,196,45.0
57,196,80.0
58,196,30.0
59,196,0.1
60,196,18.0
61,196,0.0
62,196,370.0
63,196,9.0
64,196,0.0
65,196,240.0
66,196,71.0
