micro_id,product_id,weight
1,433,
2,433,434.0
3,433,804.0
4,433,1157.0
5,433,510.0
6,433,195.0
7,433,0.0
8,433,2663.0
9,433,461.0
10,433,15.0
11,433,50.0
12,433,75.0
13,433,2385.0
14,433,69459.0
15,433,2341.0
16,433,245.0
17,433,433.0
18,433,2008.0
19,433,0.0
20,433,3156.0
21,433,489.0
22,433,1.0
23,433,485.0
24,433,64.0
25,433,0.0
26,433,
27,433,741.0
28,433,659.0
29,433,
30,433,
31,433,67.0
32,433,1068.0
33,433,408.0
34,433,149.0
35,433,912.0
36,433,1168.0
37,433,5139.0
38,433,2387.0
39,433,368.0
40,433,368.0
41,433,2796.0
42,433,7.0
43,433,136.0
44,433,4728.0
45,433,2971.0
46,433,3164.0
47,433,605.0
48,433,5814.0
49,433,
50,433,535.0
51,433,4.43
52,433,15.0
53,433,372.0
54,433,415.0
55,433,124.0
56,433,480.0
57,433,58.0
58,433,145.0
59,433,0.51
60,433,1828.0
61,433,0.0
62,433,1264.0
63,433,151.0
64,433,0.0
65,433,214.0
66,433,17.0
