micro_id,product_id,weight
1,531,
2,531,
3,531,
4,531,
5,531,
6,531,699.0
7,531,0.0
8,531,
9,531,
10,531,
11,531,115.0
12,531,90.0
13,531,0.0
14,531,3750.0
15,531,
16,531,
17,531,
18,531,
19,531,0.0
20,531,6360.0
21,531,
22,531,
23,531,370.0
24,531,60.0
25,531,0.0
26,531,0.0
27,531,
28,531,
29,531,0.0
30,531,
31,531,345.0
32,531,
33,531,1400.0
34,531,
35,531,23924.0
36,531,47.0
37,531,
38,531,
39,531,263.0
40,531,
41,531,
42,531,
43,531,400.0
44,531,11600.0
45,531,
46,531,25491.0
47,531,
48,531,
49,531,34.4
50,531,
51,531,
52,531,
53,531,
54,531,
55,531,
56,531,
57,531,0.0
58,531,667.0
59,531,
60,531,
61,531,0.0
62,531,6730.0
63,531,
64,531,0.0
65,531,
66,531,3.0
